name,roll_no,branch,year
Karan Zhao,MECH4026,MECH,4
Nisha Eapen,MECH4027,MECH,4
Vihaan Joshi,MECH4028,MECH,4
Tanvi Xavier,MECH4029,MECH,4
Ojas Menon,MECH4030,MECH,4
Prithvi Bose,MECH4031,MECH,4
Krishna Gandhi,MECH4032,MECH,4
Zubin Lohia,MECH4033,MECH,4
Yug Zhao,MECH4034,MECH,4
Uday Malhotra,MECH4035,MECH,4
Dev Bose,MECH4036,MECH,4
Naveen Kulkarni,MECH4037,MECH,4
Kunal Basu,MECH4038,MECH,4
Ritul Lohia,MECH4039,MECH,4
Sneha Mehta,MECH4040,MECH,4
Arnav Trivedi,MECH4041,MECH,4
Heena Chopra,MECH4042,MECH,4
Aisha Naidu,MECH4043,MECH,4
Pooja Lal,MECH4044,MECH,4
Shaurya Lal,MECH4045,MECH,4
Aisha Iyer,MECH4046,MECH,4
Irfan Karnik,MECH4047,MECH,4
Nandini Iyengar,MECH4048,MECH,4
Samira Wagh,MECH4049,MECH,4
Kavya Eapen,MECH4050,MECH,4
Usha Agarwal,CSD4001,CSD,4
Chaitra Devaraj,CSD4002,CSD,4
Avni Sridhar,CSD4003,CSD,4
Ananya Chopra,CSD4004,CSD,4
Meera Agarwal,CSD4005,CSD,4
Aarav Sen,CSD4006,CSD,4
Divya Gandhi,CSD4007,CSD,4
Jaya Trivedi,CSD4008,CSD,4
Pari Shah,CSD4009,CSD,4
Harsha Mehta,CSD4010,CSD,4
Uday Sharma,CSD4011,CSD,4
Vineet Khan,CSD4012,CSD,4
Farah Hegde,CSD4013,CSD,4
Ojas Wagh,CSD4014,CSD,4
Rahul Zhao,CSD4015,CSD,4
Naina Jain,CSD4016,CSD,4
Pari Pandey,CSD4017,CSD,4
Vani Lohia,CSD4018,CSD,4
Amaya Agarwal,CSD4019,CSD,4
Naveen Desai,CSD4020,CSD,4
Manav Naidu,CSD4021,CSD,4
Divya Chandra,CSD4022,CSD,4
Vani Sharma,CSD4023,CSD,4
Esha Upadhyay,CSD4024,CSD,4
Neel Upadhyay,CSD4025,CSD,4
Anish Desai,CSD4026,CSD,4
Shreya Pandey,CSD4027,CSD,4
Arnav Khan,CSD4028,CSD,4
Anika Iyengar,CSD4029,CSD,4
Dhruv Sridhar,CSD4030,CSD,4
Vihaan Qureshi,CSD4031,CSD,4
Mira Desai,CSD4032,CSD,4
Irfan Iyengar,CSD4033,CSD,4
Riya Trivedi,CSD4034,CSD,4
Shaurya Varghese,CSD4035,CSD,4
Samira Upadhyay,CSD4036,CSD,4
Rudra Sen,CSD4037,CSD,4
Nandini Patel,CSD4038,CSD,4
Ishita Desai,CSD4039,CSD,4
Tanvi Mehta,CSD4040,CSD,4
Arjun Mehta,CSD4041,CSD,4
Yug Ojha,CSD4042,CSD,4
Samar Gupta,CSD4043,CSD,4
Yash Mehta,CSD4044,CSD,4
Divya Gopalakrishnan,CSD4045,CSD,4
Qadir Naidu,CSD4046,CSD,4
Nisha Khan,CSD4047,CSD,4
Arjun Chandra,CSD4048,CSD,4
Zoya Verma,CSD4049,CSD,4
Veda Agarwal,CSD4050,CSD,4
