name,roll_no,branch,year
Vani Qadir,CSD2028,CSD,2
Gauri Gopalakrishnan,CSD2029,CSD,2
Jai Zaveri,CSD2030,CSD,2
Aruna Shetty,CSD2031,CSD,2
Rudra Shetty,CSD2032,CSD,2
Sahil Verma,CSD2033,CSD,2
Arnav Zaveri,CSD2034,CSD,2
Esha Thakur,CSD2035,CSD,2
Deepak Dixit,CSD2036,CSD,2
Aruna Fernandes,CSD2037,CSD,2
Ishaan Mahajan,CSD2038,CSD,2
Isha Devaraj,CSD2039,CSD,2
Aruna Mehta,CSD2040,CSD,2
Aisha Nair,CSD2041,CSD,2
Rakesh Chopra,CSD2042,CSD,2
Nandini Lohia,CSD2043,CSD,2
Arnav Malhotra,CSD2044,CSD,2
Karan Patel,CSD2045,CSD,2
Tanvi Sinha,CSD2046,CSD,2
Shreya Iyer,CSD2047,CSD,2
Vani Mahajan,CSD2048,CSD,2
Yamini Shetty,CSD2049,CSD,2
Tanvi Reddy,CSD2050,CSD,2
Akash Dixit,CSD2051,CSD,2
Farhan Singh,CSD2052,CSD,2
Kavya Xavier,CSD2053,CSD,2
Samar Lohia,CSD2054,CSD,2
Gopal Hegde,CSD2055,CSD,2
Sanya Rastogi,CSD2056,CSD,2
Farhan Zaveri,CSD2057,CSD,2
Qadir Saxena,CSD2058,CSD,2
Rudra Xavier,CSD2059,CSD,2
Nandini Gopalakrishnan,CSD2060,CSD,2
Qadir Rastogi,CSD2061,CSD,2
Jaya Pandey,CSD2062,CSD,2
Zara Sinha,CSD2063,CSD,2
Naina Nambiar,CSD2064,CSD,2
Ira Rastogi,CSD2065,CSD,2
Saanvi Acharya,CSD2066,CSD,2
Ishaan Bhatt,CSD2067,CSD,2
Irfan Khan,CSD2068,CSD,2
Gautam Upadhyay,CSD2069,CSD,2
Rudra Lal,CSD2070,CSD,2
Pranav Sen,CSD2071,CSD,2
Usha Gandhi,CSD2072,CSD,2
Shaurya Menon,CSD2073,CSD,2
Vikram Uttam,CSD2074,CSD,2
Divya Zaveri,CSD2075,CSD,2
Latha Trivedi,CSD2076,CSD,2
Ishan Saxena,CSD2077,CSD,2
Vikram Basu,CSD2078,CSD,2
Neel Gandhi,CSD2079,CSD,2
Qadir Zaveri,CSD2080,CSD,2
Nisha Uttam,CSD2081,CSD,2
Amaya Kashyap,CSD2082,CSD,2
Bhavin Khan,CSD2083,CSD,2
Nikhil Xavier,CSD2084,CSD,2
Shreya Zhao,CSD2085,CSD,2
Uday Reddy,CSD2086,CSD,2
Yug Mehta,CSD2087,CSD,2
Irfan Basu,CSD2088,CSD,2
Sanya Mehta,CSD2089,CSD,2
Arjun Iyengar,CSD2090,CSD,2
Rahul Sen,CSD2091,CSD,2
Bhavin Srivastava,CSD2092,CSD,2
Sahil Yadav,CSD2093,CSD,2
Ritul Jain,CSD2094,CSD,2
Isha Acharya,CSD2095,CSD,2
Veda Zhao,CSD2096,CSD,2
Rudra Yadav,CSD2097,CSD,2
Farah Sridhar,CSD2098,CSD,2
Sneha Reddy,CSD2099,CSD,2
Naina Venkatesh,CSD2100,CSD,2
Qadir Lohia,CSE3001,CSE,3
Zeenat Acharya,CSE3002,CSE,3
Deepak Hegde,CSE3003,CSE,3
Heena Kulkarni,CSE3004,CSE,3
Rahul Patel,CSE3005,CSE,3
Isha Naidu,CSE3006,CSE,3
Kiara Joshi,CSE3007,CSE,3
Gopal Mishra,CSE3008,CSE,3
Gautam Chakraborty,CSE3009,CSE,3
Anika Gupta,CSE3010,CSE,3
Pranav Qadir,CSE3011,CSE,3
Amaya Rastogi,CSE3012,CSE,3
Ritul Mehta,CSE3013,CSE,3
Yug Yadav,CSE3014,CSE,3
Akash Upadhyay,CSE3015,CSE,3
Akash Mishra,CSE3016,CSE,3
Darsh Rao,CSE3017,CSE,3
Qadir Hiremath,CSE3018,CSE,3
Vihaan Mishra,CSE3019,CSE,3
Aisha Ojha,CSE3020,CSE,3
Ishita Acharya,CSE3021,CSE,3
Prithvi Zhao,CSE3022,CSE,3
Shreya Mahajan,CSE3023,CSE,3
Sanya Venkatesh,CSE3024,CSE,3
Karan Sen,CSE3025,CSE,3
Pavan Pillai,CSE3026,CSE,3
Mehul Chakraborty,CSE3027,CSE,3
Mira Pillai,CSE3028,CSE,3
Komal Acharya,CSE3029,CSE,3
Mohan Iyer,CSE3030,CSE,3
Isha Hiremath,CSE3031,CSE,3
Arjun Reddy,CSE3032,CSE,3
Yug Saxena,CSE3033,CSE,3
Zubin Khan,CSE3034,CSE,3
Samira Sridhar,CSE3035,CSE,3
Deepak Gandhi,CSE3036,CSE,3
Heena Lohia,CSE3037,CSE,3
Ishaan Xavier,CSE3038,CSE,3
Zara Zaveri,CSE3039,CSE,3
Mira Malhotra,CSE3040,CSE,3
Bharat Dixit,CSE3041,CSE,3
Ishan Chandra,CSE3042,CSE,3
Samira Ojha,CSE3043,CSE,3
Kunal Chandra,CSE3044,CSE,3
Diya Mahajan,CSE3045,CSE,3
Samira Fernandes,CSE3046,CSE,3
Chaitra Mishra,CSE3047,CSE,3
Jaya Yadav,CSE3048,CSE,3
Rakesh Jain,CSE3049,CSE,3
Qadir Thakur,CSE3050,CSE,3
Karan Gandhi,CSE3051,CSE,3
Yamini Mishra,CSE3052,CSE,3
Jai Rao,CSE3053,CSE,3
Mohan Iyengar,CSE3054,CSE,3
Arjun Fernandes,CSE3055,CSE,3
Rahul Mehta,CSE3056,CSE,3
Vineet Chakraborty,CSE3057,CSE,3
Darsh Varghese,CSE3058,CSE,3
Dhruv Varghese,CSE3059,CSE,3
Aruna Chakraborty,CSE3060,CSE,3
Shaurya Ghosh,CSE3061,CSE,3
Avni Kashyap,CSE3062,CSE,3
Avni Agarwal,CSE3063,CSE,3
Komal Bhatt,CSE3064,CSE,3
Sneha Khan,CSE3065,CSE,3
Qadir Wagh,CSE3066,CSE,3
Ishita Joshi,CSE3067,CSE,3
Irfan Sharma,CSE3068,CSE,3
Vani Naidu,CSE3069,CSE,3
Avni Ghosh,CSE3070,CSE,3
Aruna Bhatt,CSE3071,CSE,3
Sahil Shah,CSE3072,CSE,3
Darsh Patel,CSE3073,CSE,3
Bhavin Upadhyay,CSE3074,CSE,3
Esha Iyengar,CSE3075,CSE,3
Shaurya Ojha,CSE3076,CSE,3
Qadir Pillai,CSE3077,CSE,3
Tanvi Ghosh,CSE3078,CSE,3
Bhavya Kashyap,CSE3079,CSE,3
Tushar Khan,CSE3080,CSE,3
Dev Shah,CSE3081,CSE,3
Dev Yadav,CSE3082,CSE,3
Isha Nair,CSE3083,CSE,3
Esha Patel,CSE3084,CSE,3
Ananya Gupta,CSE3085,CSE,3
Zoya Shah,CSE3086,CSE,3
Isha Wagh,CSE3087,CSE,3
Pranav Desai,CSE3088,CSE,3
Tejas Iyer,CSE3089,CSE,3
Dev Lal,CSE3090,CSE,3
Darsh Kulkarni,CSE3091,CSE,3
Aditi Xavier,CSE3092,CSE,3
Anika Mehta,CSE3093,CSE,3
Naveen Saxena,CSE3094,CSE,3
Pari Mishra,CSE3095,CSE,3
Dhruv Sridhar,CSE3096,CSE,3
Samar Dutta,CSE3097,CSE,3
Ishita Reddy,CSE3098,CSE,3
Prithvi Eapen,CSE3099,CSE,3
Naveen Srivastava,CSE3100,CSE,3
Ishan Upadhyay,ECE3001,ECE,3
Ananya Mahajan,ECE3002,ECE,3
Ojas Iyer,ECE3003,ECE,3
Rakesh Rao,ECE3004,ECE,3
Charan Singh,ECE3005,ECE,3
Mira Karnik,ECE3006,ECE,3
Krishna Gopalakrishnan,ECE3007,ECE,3
Zubin Chakraborty,ECE3008,ECE,3
Diya Rao,ECE3009,ECE,3
Dev Ghosh,ECE3010,ECE,3
Nandini Dixit,ECE3011,ECE,3
Zeenat Bhatt,ECE3012,ECE,3
Nisha Iyengar,ECE3013,ECE,3
Tanvi Mehta,ECE3014,ECE,3
Usha Lal,ECE3015,ECE,3
Zubin Naidu,ECE3016,ECE,3
Tushar Rao,ECE3017,ECE,3
Ayaan Lohia,ECE3018,ECE,3
Bhavin Basu,ECE3019,ECE,3
Yug Lohia,ECE3020,ECE,3
Tushar Pandey,ECE3021,ECE,3
Riya Venkatesh,ECE3022,ECE,3
Charan Karnik,ECE3023,ECE,3
Tejas Zhao,ECE3024,ECE,3
Pooja Gopalakrishnan,ECE3025,ECE,3
Heena Joshi,ECE3026,ECE,3
Rohan Saxena,ECE3027,ECE,3
Deepak Qureshi,ECE3028,ECE,3
Yamini Acharya,ECE3029,ECE,3
Vikram Thakur,ECE3030,ECE,3
Nandini Venkatesh,ECE3031,ECE,3
Nikhil Reddy,ECE3032,ECE,3
Sneha Upadhyay,ECE3033,ECE,3
Usha Khan,ECE3034,ECE,3
Anish Eapen,ECE3035,ECE,3
Bhavya Jain,ECE3036,ECE,3
Usha Saxena,ECE3037,ECE,3
Arnav Saxena,ECE3038,ECE,3
Bhavin Mishra,ECE3039,ECE,3
Samar Desai,ECE3040,ECE,3
Riya Iyer,ECE3041,ECE,3
Naina Rastogi,ECE3042,ECE,3
Ishan Gandhi,ECE3043,ECE,3
Aditi Zhao,ECE3044,ECE,3
Pavan Dixit,ECE3045,ECE,3
Rakesh Hegde,ECE3046,ECE,3
Naveen Mishra,ECE3047,ECE,3
Ayaan Khan,ECE3048,ECE,3
Yamini Desai,ECE3049,ECE,3
Mira Venkatesh,ECE3050,ECE,3
Vineet Qureshi,ECE3051,ECE,3
Charan Uttam,ECE3052,ECE,3
Kavya Shah,ECE3053,ECE,3
Ojas Upadhyay,ECE3054,ECE,3
Divya Qureshi,ECE3055,ECE,3
Isha Jain,ECE3056,ECE,3
Tushar Joshi,ECE3057,ECE,3
Karan Nair,ECE3058,ECE,3
Riya Rao,ECE3059,ECE,3
Ritul Agarwal,ECE3060,ECE,3
Zubin Shetty,ECE3061,ECE,3
Aruna Ghosh,ECE3062,ECE,3
Vani Rao,ECE3063,ECE,3
Dhruv Agarwal,ECE3064,ECE,3
Vihaan Verma,ECE3065,ECE,3
Amaya Sinha,ECE3066,ECE,3
Samira Basu,ECE3067,ECE,3
Akash Basu,ECE3068,ECE,3
Advait Desai,ECE3069,ECE,3
Ayaan Mehta,ECE3070,ECE,3
Neel Basu,ECE3071,ECE,3
Nisha Singh,ECE3072,ECE,3
Om Rao,ECE3073,ECE,3
Darsh Devaraj,ECE3074,ECE,3
Manav Menon,ECE3075,ECE,3
Shreya Qureshi,ECE3076,ECE,3
Tushar Menon,ECE3077,ECE,3
Neel Bose,ECE3078,ECE,3
Irfan Varghese,ECE3079,ECE,3
Riya Hegde,ECE3080,ECE,3
Farah Lohia,ECE3081,ECE,3
Ritul Gandhi,ECE3082,ECE,3
Krishna Nair,ECE3083,ECE,3
Gautam Sharma,ECE3084,ECE,3
Bhavya Dixit,ECE3085,ECE,3
Nisha Verma,ECE3086,ECE,3
Bharat Srivastava,ECE3087,ECE,3
Lakshya Mahajan,ECE3088,ECE,3
Latha Hegde,ECE3089,ECE,3
Tushar Srivastava,ECE3090,ECE,3
Jai Upadhyay,ECE3091,ECE,3
Rahul Lal,ECE3092,ECE,3
Farhan Hegde,ECE3093,ECE,3
Akash Iyengar,ECE3094,ECE,3
Meera Verma,ECE3095,ECE,3
Dhruv Chandra,ECE3096,ECE,3
Esha Singh,ECE3097,ECE,3
Vihaan Venkatesh,ECE3098,ECE,3
Dhruv Sharma,ECE3099,ECE,3
Vani Hegde,ECE3100,ECE,3
Aarav Patel,CSM3001,CSM,3
Ayaan Chopra,CSM3002,CSM,3
Farah Srivastava,CSM3003,CSM,3
Aruna Gandhi,CSM3004,CSM,3
Bharat Xavier,CSM3005,CSM,3
Pari Reddy,CSM3006,CSM,3
Janaki Basu,CSM3007,CSM,3
Latha Chopra,CSM3008,CSM,3
Nisha Pandey,CSM3009,CSM,3
Uday Saxena,CSM3010,CSM,3
Isha Chopra,CSM3011,CSM,3
Aarav Reddy,CSM3012,CSM,3
Chaitra Nambiar,CSM3013,CSM,3
Lakshya Sharma,CSM3014,CSM,3
Pavan Upadhyay,CSM3015,CSM,3
Dhruv Qureshi,CSM3016,CSM,3
Varun Dutta,CSM3017,CSM,3
Samar Jain,CSM3018,CSM,3
Prithvi Gupta,CSM3019,CSM,3
Veda Lal,CSM3020,CSM,3
Aisha Karnik,CSM3021,CSM,3
Pavan Hegde,CSM3022,CSM,3
Prithvi Chandra,CSM3023,CSM,3
Wasim Yadav,CSM3024,CSM,3
Bhavin Ojha,CSM3025,CSM,3
Arjun Mahajan,CSM3026,CSM,3
Avni Malhotra,CSM3027,CSM,3
Farah Iyer,CSM3028,CSM,3
Tara Verma,CSM3029,CSM,3
Krishna Iyengar,CSM3030,CSM,3
Usha Rastogi,CSM3031,CSM,3
Rakesh Gopalakrishnan,CSM3032,CSM,3
Usha Bose,CSM3033,CSM,3
Tushar Zaveri,CSM3034,CSM,3
Zeenat Yadav,CSM3035,CSM,3
Qadir Basu,CSM3036,CSM,3
Arnav Pandey,CSM3037,CSM,3
Om Ghosh,CSM3038,CSM,3
Aruna Reddy,CSM3039,CSM,3
Latha Verma,CSM3040,CSM,3
Bharat Saxena,CSM3041,CSM,3
Dev Desai,CSM3042,CSM,3
Tejas Gupta,CSM3043,CSM,3
Karan Trivedi,CSM3044,CSM,3
Zara Bose,CSM3045,CSM,3
Saanvi Basu,CSM3046,CSM,3
Chaitra Hiremath,CSM3047,CSM,3
Uday Shah,CSM3048,CSM,3
Vihaan Gandhi,CSM3049,CSM,3
Lakshya Zhao,CSM3050,CSM,3
Pari Shah,CSM3051,CSM,3
Saanvi Srivastava,CSM3052,CSM,3
Saanvi Hegde,CSM3053,CSM,3
Esha Zhao,CSM3054,CSM,3
Avni Dutta,CSM3055,CSM,3
Samira Shah,CSM3056,CSM,3
Rakesh Fernandes,CSM3057,CSM,3
Avni Kulkarni,CSM3058,CSM,3
Kunal Mishra,CSM3059,CSM,3
Aruna Pandey,CSM3060,CSM,3
Kavya Gandhi,CSM3061,CSM,3
Anish Uttam,CSM3062,CSM,3
Kavya Qureshi,CSM3063,CSM,3
Arnav Nair,CSM3064,CSM,3
Ishaan Malhotra,CSM3065,CSM,3
Naveen Gandhi,CSM3066,CSM,3
Saanvi Ghosh,CSM3067,CSM,3
Rohan Shetty,CSM3068,CSM,3
Akash Desai,CSM3069,CSM,3
Karan Sridhar,CSM3070,CSM,3
Ayaan Ghosh,CSM3071,CSM,3
Pranav Hegde,CSM3072,CSM,3
Qadir Khan,CSM3073,CSM,3
Divya Rao,CSM3074,CSM,3
Nikhil Eapen,CSM3075,CSM,3
Deepak Mehta,CSM3076,CSM,3
Ritul Naidu,CSM3077,CSM,3
Aruna Iyer,CSM3078,CSM,3
Gautam Zaveri,CSM3079,CSM,3
Harsha Ghosh,CSM3080,CSM,3
Anish Lohia,CSM3081,CSM,3
Gopal Varghese,CSM3082,CSM,3
Ayaan Devaraj,CSM3083,CSM,3
Sneha Nair,CSM3084,CSM,3
Neel Pillai,CSM3085,CSM,3
Rahul Hiremath,CSM3086,CSM,3
Ishaan Dixit,CSM3087,CSM,3
Gautam Iyer,CSM3088,CSM,3
Kunal Verma,CSM3089,CSM,3
Usha Trivedi,CSM3090,CSM,3
Tushar Karnik,CSM3091,CSM,3
Krishna Bose,CSM3092,CSM,3
Darsh Dixit,CSM3093,CSM,3
Rahul Eapen,CSM3094,CSM,3
Anika Chopra,CSM3095,CSM,3
Heena Pillai,CSM3096,CSM,3
Bhavin Gandhi,CSM3097,CSM,3
Deepak Naidu,CSM3098,CSM,3
Meera Iyengar,CSM3099,CSM,3
Kiara Mishra,CSM3100,CSM,3
Zoya Fernandes,EEE3001,EEE,3
Irfan Gopalakrishnan,EEE3002,EEE,3
Dhruv Saxena,EEE3003,EEE,3
Ananya Naidu,EEE3004,EEE,3
Qadir Mehta,EEE3005,EEE,3
Qadir Kulkarni,EEE3006,EEE,3
Deepak Chandra,EEE3007,EEE,3
Prithvi Sinha,EEE3008,EEE,3
Pooja Shetty,EEE3009,EEE,3
Sanya Gopalakrishnan,EEE3010,EEE,3
Ishaan Iyengar,EEE3011,EEE,3
Yug Devaraj,EEE3012,EEE,3
Amaya Eapen,EEE3013,EEE,3
Rakesh Hiremath,EEE3014,EEE,3
Wasim Thakur,EEE3015,EEE,3
Janaki Eapen,EEE3016,EEE,3
Rakesh Devaraj,EEE3017,EEE,3
Zeenat Varghese,EEE3018,EEE,3
Latha Mahajan,EEE3019,EEE,3
Jaya Dixit,EEE3020,EEE,3
Gopal Gandhi,EEE3021,EEE,3
Zubin Kulkarni,EEE3022,EEE,3
Riya Pillai,EEE3023,EEE,3
Sahil Lohia,EEE3024,EEE,3
Jai Sharma,EEE3025,EEE,3
Veda Sinha,EEE3026,EEE,3
Deepak Hiremath,EEE3027,EEE,3
Veda Sharma,EEE3028,EEE,3
Ishan Ghosh,EEE3029,EEE,3
Amaya Verma,EEE3030,EEE,3
Veda Pillai,EEE3031,EEE,3
Zoya Lohia,EEE3032,EEE,3
Vineet Gandhi,EEE3033,EEE,3
Gopal Nair,EEE3034,EEE,3
Bharat Rao,EEE3035,EEE,3
Dhruv Zaveri,EEE3036,EEE,3
Tara Uttam,EEE3037,EEE,3
Manav Agarwal,EEE3038,EEE,3
Dev Dixit,EEE3039,EEE,3
Jaya Rastogi,EEE3040,EEE,3
Ishaan Basu,EEE3041,EEE,3
Nikhil Agarwal,EEE3042,EEE,3
Pooja Fernandes,EEE3043,EEE,3
Aditi Rastogi,EEE3044,EEE,3
Prithvi Malhotra,EEE3045,EEE,3
Esha Varghese,EEE3046,EEE,3
Isha Fernandes,EEE3047,EEE,3
Ayaan Patel,EEE3048,EEE,3
Mira Chandra,EEE3049,EEE,3
Rakesh Gupta,EEE3050,EEE,3
Tejas Malhotra,EEE3051,EEE,3
Amaya Varghese,EEE3052,EEE,3
Zoya Nair,EEE3053,EEE,3
Pranav Kulkarni,EEE3054,EEE,3
Usha Kapoor,EEE3055,EEE,3
Nandini Nair,EEE3056,EEE,3
Kavya Ojha,EEE3057,EEE,3
Chaitra Khan,EEE3058,EEE,3
Yash Karnik,EEE3059,EEE,3
Mira Gandhi,EEE3060,EEE,3
Bhavin Acharya,EEE3061,EEE,3
Rudra Wagh,EEE3062,EEE,3
Mohan Gandhi,EEE3063,EEE,3
Aisha Dixit,EEE3064,EEE,3
Ira Xavier,EEE3065,EEE,3
Karan Sharma,EEE3066,EEE,3
Zubin Kapoor,EEE3067,EEE,3
Pari Rastogi,EEE3068,EEE,3
Pari Desai,EEE3069,EEE,3
Pari Karnik,EEE3070,EEE,3
Zara Ojha,EEE3071,EEE,3
Om Chandra,EEE3072,EEE,3
Mehul Venkatesh,EEE3073,EEE,3
Yash Ojha,EEE3074,EEE,3
Farhan Dutta,EEE3075,EEE,3
Arnav Kashyap,EEE3076,EEE,3
Avni Acharya,EEE3077,EEE,3
Kiara Lal,EEE3078,EEE,3
Mehul Wagh,EEE3079,EEE,3
Arjun Wagh,EEE3080,EEE,3
Arnav Acharya,EEE3081,EEE,3
Nandini Bose,EEE3082,EEE,3
Gopal Shah,EEE3083,EEE,3
Kiara Karnik,EEE3084,EEE,3
Nandini Qadir,EEE3085,EEE,3
Rohan Xavier,EEE3086,EEE,3
Mira Thakur,EEE3087,EEE,3
Riya Rastogi,EEE3088,EEE,3
Naveen Zhao,EEE3089,EEE,3
Deepak Rastogi,EEE3090,EEE,3
Farhan Rao,EEE3091,EEE,3
Sneha Agarwal,EEE3092,EEE,3
Naina Naidu,EEE3093,EEE,3
Diya Xavier,EEE3094,EEE,3
Akash Pandey,EEE3095,EEE,3
Anish Zaveri,EEE3096,EEE,3
Vani Trivedi,EEE3097,EEE,3
Ishaan Thakur,EEE3098,EEE,3
Latha Devaraj,EEE3099,EEE,3
Pavan Ghosh,EEE3100,EEE,3
Zoya Patel,CIV3001,CIV,3
Karan Kulkarni,CIV3002,CIV,3
Mohan Zaveri,CIV3003,CIV,3
Zeenat Singh,CIV3004,CIV,3
Vihaan Jain,CIV3005,CIV,3
Krishna Srivastava,CIV3006,CIV,3
Anish Mehta,CIV3007,CIV,3
Anish Qureshi,CIV3008,CIV,3
Uday Sridhar,CIV3009,CIV,3
Tejas Saxena,CIV3010,CIV,3
Varun Thakur,CIV3011,CIV,3
Varun Pandey,CIV3012,CIV,3
Ishan Trivedi,CIV3013,CIV,3
Bhavin Pillai,CIV3014,CIV,3
Ira Rao,CIV3015,CIV,3
Janaki Pillai,CIV3016,CIV,3
Tara Karnik,CIV3017,CIV,3
Bharat Trivedi,CIV3018,CIV,3
Diya Qureshi,CIV3019,CIV,3
Zubin Qureshi,CIV3020,CIV,3
Ira Uttam,CIV3021,CIV,3
Pranav Kapoor,CIV3022,CIV,3
Akash Bose,CIV3023,CIV,3
Pari Bose,CIV3024,CIV,3
Samira Lohia,CIV3025,CIV,3
Krishna Pillai,CIV3026,CIV,3
Komal Zhao,CIV3027,CIV,3
Tara Shah,CIV3028,CIV,3
Jai Gupta,CIV3029,CIV,3
Tejas Trivedi,CIV3030,CIV,3
Rahul Qadir,CIV3031,CIV,3
Wasim Joshi,CIV3032,CIV,3
Yug Gopalakrishnan,CIV3033,CIV,3
Samira Kashyap,CIV3034,CIV,3
Shaurya Shetty,CIV3035,CIV,3
Jaya Ghosh,CIV3036,CIV,3
Prithvi Karnik,CIV3037,CIV,3
Riya Nair,CIV3038,CIV,3
Tushar Sharma,CIV3039,CIV,3
Diya Gopalakrishnan,CIV3040,CIV,3
Farhan Joshi,CIV3041,CIV,3
Rohan Zhao,CIV3042,CIV,3
Tushar Verma,CIV3043,CIV,3
Tara Xavier,CIV3044,CIV,3
Yug Mahajan,CIV3045,CIV,3
Vihaan Sinha,CIV3046,CIV,3
Varun Nair,CIV3047,CIV,3
Vani Srivastava,CIV3048,CIV,3
Ritul Yadav,CIV3049,CIV,3
Gauri Karnik,CIV3050,CIV,3
Jaya Khan,CIV3051,CIV,3
Bharat Chandra,CIV3052,CIV,3
Pooja Khan,CIV3053,CIV,3
Ishan Kashyap,CIV3054,CIV,3
Janaki Kulkarni,CIV3055,CIV,3
Jai Patel,CIV3056,CIV,3
Rahul Fernandes,CIV3057,CIV,3
Sanya Kapoor,CIV3058,CIV,3
Rudra Naidu,CIV3059,CIV,3
Irfan Sridhar,CIV3060,CIV,3
Charan Desai,CIV3061,CIV,3
Neel Lohia,CIV3062,CIV,3
Tejas Jain,CIV3063,CIV,3
Varun Yadav,CIV3064,CIV,3
Vineet Shetty,CIV3065,CIV,3
Darsh Srivastava,CIV3066,CIV,3
Rohan Wagh,CIV3067,CIV,3
Wasim Reddy,CIV3068,CIV,3
Naina Joshi,CIV3069,CIV,3
Yash Basu,CIV3070,CIV,3
Sneha Jain,CIV3071,CIV,3
Darsh Shetty,CIV3072,CIV,3
Bhavin Hegde,CIV3073,CIV,3
Sneha Hegde,CIV3074,CIV,3
Sanya Kashyap,CIV3075,CIV,3
Ojas Basu,CIV3076,CIV,3
Bharat Qureshi,CIV3077,CIV,3
Anika Iyer,CIV3078,CIV,3
Manav Fernandes,CIV3079,CIV,3
Qadir Malhotra,CIV3080,CIV,3
Farah Devaraj,CIV3081,CIV,3
Ritul Pandey,CIV3082,CIV,3
Ritul Rao,CIV3083,CIV,3
Ishan Wagh,CIV3084,CIV,3
Bhavya Chandra,CIV3085,CIV,3
Isha Eapen,CIV3086,CIV,3
Shreya Patel,CIV3087,CIV,3
Shreya Verma,CIV3088,CIV,3
Usha Iyengar,CIV3089,CIV,3
Prithvi Shetty,CIV3090,CIV,3
Ananya Thakur,CIV3091,CIV,3
Akash Thakur,CIV3092,CIV,3
Farah Trivedi,CIV3093,CIV,3
Nandini Yadav,CIV3094,CIV,3
Darsh Menon,CIV3095,CIV,3
Neel Reddy,CIV3096,CIV,3
Shaurya Bose,CIV3097,CIV,3
Ojas Jain,CIV3098,CIV,3
Dhruv Jain,CIV3099,CIV,3
Esha Yadav,CIV3100,CIV,3
Nisha Dutta,MECH3001,MECH,3
Anish Chandra,MECH3002,MECH,3
Neel Qureshi,MECH3003,MECH,3
Pavan Dutta,MECH3004,MECH,3
Ira Agarwal,MECH3005,MECH,3
Bharat Yadav,MECH3006,MECH,3
Ishita Malhotra,MECH3007,MECH,3
Amaya Hiremath,MECH3008,MECH,3
Arnav Trivedi,MECH3009,MECH,3
Arnav Rao,MECH3010,MECH,3
Latha Jain,MECH3011,MECH,3
Farah Jain,MECH3012,MECH,3
Nikhil Bose,MECH3013,MECH,3
Heena Gandhi,MECH3014,MECH,3
Meera Sharma,MECH3015,MECH,3
Akash Agarwal,MECH3016,MECH,3
Aruna Verma,MECH3017,MECH,3
Neel Kashyap,MECH3018,MECH,3
Mehul Chopra,MECH3019,MECH,3
Kavya Thakur,MECH3020,MECH,3
Aisha Lohia,MECH3021,MECH,3
Harsha Sridhar,MECH3022,MECH,3
Amaya Chandra,MECH3023,MECH,3
Vineet Nair,MECH3024,MECH,3
Samira Eapen,MECH3025,MECH,3
Nikhil Kapoor,MECH3026,MECH,3
Aruna Eapen,MECH3027,MECH,3
Rakesh Ojha,MECH3028,MECH,3
Zeenat Kapoor,MECH3029,MECH,3
Naveen Fernandes,MECH3030,MECH,3
Lakshya Kashyap,MECH3031,MECH,3
Kavya Joshi,MECH3032,MECH,3
Rakesh Pillai,MECH3033,MECH,3
Darsh Basu,MECH3034,MECH,3
Rahul Dixit,MECH3035,MECH,3
Aruna Dixit,MECH3036,MECH,3
Varun Mehta,MECH3037,MECH,3
Anish Upadhyay,MECH3038,MECH,3
Neel Kulkarni,MECH3039,MECH,3
Meera Singh,MECH3040,MECH,3
Ayaan Mishra,MECH3041,MECH,3
Gopal Bhatt,MECH3042,MECH,3
Tanvi Upadhyay,MECH3043,MECH,3
Jai Xavier,MECH3044,MECH,3
Ojas Lohia,MECH3045,MECH,3
Lakshya Malhotra,MECH3046,MECH,3
Shreya Thakur,MECH3047,MECH,3
Pavan Acharya,MECH3048,MECH,3
Charan Acharya,MECH3049,MECH,3
Ananya Gandhi,MECH3050,MECH,3
Lakshya Lal,MECH3051,MECH,3
Wasim Singh,MECH3052,MECH,3
Varun Sharma,MECH3053,MECH,3
Ojas Sen,MECH3054,MECH,3
Rakesh Sen,MECH3055,MECH,3
Aisha Dutta,MECH3056,MECH,3
Tanvi Bhatt,MECH3057,MECH,3
Arjun Agarwal,MECH3058,MECH,3
Arnav Chandra,MECH3059,MECH,3
Qadir Mahajan,MECH3060,MECH,3
Nandini Shetty,MECH3061,MECH,3
Rahul Mahajan,MECH3062,MECH,3
Zeenat Xavier,MECH3063,MECH,3
Nandini Thakur,MECH3064,MECH,3
Kavya Reddy,MECH3065,MECH,3
Bhavya Ojha,MECH3066,MECH,3
Jai Rastogi,MECH3067,MECH,3
Meera Desai,MECH3068,MECH,3
Karan Srivastava,MECH3069,MECH,3
Kunal Sinha,MECH3070,MECH,3
Samar Dixit,MECH3071,MECH,3
Pooja Wagh,MECH3072,MECH,3
Rohan Devaraj,MECH3073,MECH,3
Advait Qureshi,MECH3074,MECH,3
Yash Acharya,MECH3075,MECH,3
Aarav Shetty,MECH3076,MECH,3
Avni Hiremath,MECH3077,MECH,3
Ishita Eapen,MECH3078,MECH,3
Naveen Naidu,MECH3079,MECH,3
Ojas Singh,MECH3080,MECH,3
Nisha Malhotra,MECH3081,MECH,3
Veda Varghese,MECH3082,MECH,3
Tejas Thakur,MECH3083,MECH,3
Jai Verma,MECH3084,MECH,3
Veda Fernandes,MECH3085,MECH,3
Chaitra Ojha,MECH3086,MECH,3
Gautam Sen,MECH3087,MECH,3
Vikram Menon,MECH3088,MECH,3
Janaki Ghosh,MECH3089,MECH,3
Yamini Nambiar,MECH3090,MECH,3
Advait Kulkarni,MECH3091,MECH,3
